symbol,timestamp,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,conditions,tape
IBM,2021-10-25 13:30:03.254578+00:00,V,132.0,1.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:30:03.503281+00:00,V,132.0,1.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:30:04.121910+00:00,V,132.0,1.0,V,127.56,2.0,['R'],A
IBM,2021-10-25 13:30:04.121974+00:00,V,132.0,1.0,V,127.56,2.0,['R'],A
IBM,2021-10-25 13:30:04.886445+00:00,V,132.0,1.0,V,127.57,2.0,['R'],A
IBM,2021-10-25 13:30:04.886505+00:00,V,132.0,1.0,V,127.58,2.0,['R'],A
IBM,2021-10-25 13:30:08.015086+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:08.110193+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:08.110463+00:00,V,132.0,1.0,V,127.59,2.0,['R'],A
IBM,2021-10-25 13:30:08.110809+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:08.114979+00:00,V,127.76,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:08.144545+00:00,V,127.77,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:08.144901+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:10.190401+00:00,V,132.0,1.0,V,127.66,1.0,['R'],A
IBM,2021-10-25 13:30:10.190422+00:00,V,132.0,1.0,V,127.66,3.0,['R'],A
IBM,2021-10-25 13:30:10.190471+00:00,V,132.0,1.0,V,127.67,1.0,['R'],A
IBM,2021-10-25 13:30:10.190571+00:00,V,132.0,1.0,V,127.67,3.0,['R'],A
IBM,2021-10-25 13:30:10.190666+00:00,V,132.0,1.0,V,127.68,1.0,['R'],A
IBM,2021-10-25 13:30:10.190761+00:00,V,132.0,1.0,V,127.68,3.0,['R'],A
IBM,2021-10-25 13:30:10.190807+00:00,V,132.0,1.0,V,127.7,1.0,['R'],A
IBM,2021-10-25 13:30:10.190832+00:00,V,132.0,1.0,V,127.7,3.0,['R'],A
IBM,2021-10-25 13:30:10.190872+00:00,V,132.0,1.0,V,127.73,1.0,['R'],A
IBM,2021-10-25 13:30:10.190897+00:00,V,132.0,1.0,V,127.73,3.0,['R'],A
IBM,2021-10-25 13:30:10.190932+00:00,V,132.0,1.0,V,127.74,1.0,['R'],A
IBM,2021-10-25 13:30:10.190983+00:00,V,132.0,1.0,V,127.74,3.0,['R'],A
IBM,2021-10-25 13:30:11.154786+00:00,V,132.0,1.0,V,127.76,1.0,['R'],A
IBM,2021-10-25 13:30:11.154821+00:00,V,132.0,1.0,V,127.76,3.0,['R'],A
IBM,2021-10-25 13:30:11.154906+00:00,V,132.0,1.0,V,127.78,1.0,['R'],A
IBM,2021-10-25 13:30:11.154927+00:00,V,132.0,1.0,V,127.78,3.0,['R'],A
IBM,2021-10-25 13:30:11.155007+00:00,V,132.0,1.0,V,127.79,1.0,['R'],A
IBM,2021-10-25 13:30:11.155122+00:00,V,132.0,1.0,V,127.79,3.0,['R'],A
IBM,2021-10-25 13:30:11.158194+00:00,V,132.0,1.0,V,127.78,3.0,['R'],A
IBM,2021-10-25 13:30:11.180026+00:00,V,132.0,1.0,V,127.78,1.0,['R'],A
IBM,2021-10-25 13:30:11.482356+00:00,V,132.0,1.0,V,127.78,1.0,['R'],A
IBM,2021-10-25 13:30:12.947804+00:00,V,132.0,1.0,V,127.79,1.0,['R'],A
IBM,2021-10-25 13:30:12.947909+00:00,V,132.0,1.0,V,127.8,1.0,['R'],A
IBM,2021-10-25 13:30:12.947950+00:00,V,132.0,1.0,V,127.8,3.0,['R'],A
IBM,2021-10-25 13:30:12.949267+00:00,V,132.0,1.0,V,127.81,1.0,['R'],A
IBM,2021-10-25 13:30:12.949287+00:00,V,132.0,1.0,V,127.81,3.0,['R'],A
IBM,2021-10-25 13:30:12.949338+00:00,V,132.0,1.0,V,127.82,1.0,['R'],A
IBM,2021-10-25 13:30:12.949408+00:00,V,132.0,1.0,V,127.82,3.0,['R'],A
IBM,2021-10-25 13:30:12.949864+00:00,V,132.0,1.0,V,127.82,3.0,['R'],A
IBM,2021-10-25 13:30:12.952365+00:00,V,128.0,2.0,V,127.82,3.0,['R'],A
IBM,2021-10-25 13:30:12.965275+00:00,V,128.0,2.0,V,127.88,1.0,['R'],A
IBM,2021-10-25 13:30:12.965351+00:00,V,128.0,2.0,V,127.88,3.0,['R'],A
IBM,2021-10-25 13:30:12.967696+00:00,V,132.0,1.0,V,127.88,3.0,['R'],A
IBM,2021-10-25 13:30:13.083528+00:00,V,132.0,1.0,V,127.88,3.0,['R'],A
IBM,2021-10-25 13:30:13.272136+00:00,V,132.0,1.0,V,127.89,1.0,['R'],A
IBM,2021-10-25 13:30:13.272197+00:00,V,132.0,1.0,V,127.89,1.0,['R'],A
IBM,2021-10-25 13:30:13.272207+00:00,V,132.0,1.0,V,127.89,3.0,['R'],A
IBM,2021-10-25 13:30:13.421046+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:13.441460+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:13.953394+00:00,V,128.0,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:14.273516+00:00,V,128.0,2.0,V,127.85,2.0,['R'],A
IBM,2021-10-25 13:30:14.942287+00:00,V,132.0,1.0,V,127.85,2.0,['R'],A
IBM,2021-10-25 13:30:14.976258+00:00,V,128.0,1.0,V,127.85,2.0,['R'],A
IBM,2021-10-25 13:30:14.998576+00:00,V,128.0,1.0,V,127.84,2.0,['R'],A
IBM,2021-10-25 13:30:14.999128+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:15.008440+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:16.853829+00:00,V,132.0,1.0,V,127.88,2.0,['R'],A
IBM,2021-10-25 13:30:16.855172+00:00,V,132.0,1.0,V,127.87,2.0,['R'],A
IBM,2021-10-25 13:30:16.855343+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:19.518751+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:19.947583+00:00,V,128.0,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.000523+00:00,V,127.94,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.030585+00:00,V,128.0,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.043521+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.044017+00:00,V,127.99,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.559725+00:00,V,127.92,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.590483+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.590528+00:00,V,127.99,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.590949+00:00,V,127.99,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.753531+00:00,V,127.98,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.754038+00:00,V,127.98,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:20.854121+00:00,V,127.97,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:21.077522+00:00,V,127.97,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:22.086630+00:00,V,127.97,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:22.143143+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:22.143640+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:22.144051+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:23.533579+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:23.534577+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:25.588376+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:25.588827+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:25.689963+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:28.772576+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:28.772631+00:00,V,127.99,1.0,V,127.83,2.0,['R'],A
IBM,2021-10-25 13:30:28.772937+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:31.092099+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:31.159133+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:32.015176+00:00,V,127.98,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:32.781219+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:34.279491+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:41.983877+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.916018+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.917497+00:00,V,127.97,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.919637+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.919738+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.920253+00:00,V,132.0,1.0,V,127.86,1.0,['R'],A
IBM,2021-10-25 13:30:58.920368+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.925080+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:58.930302+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:59.672825+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:30:59.673568+00:00,V,132.0,1.0,V,127.94,2.0,['R'],A
IBM,2021-10-25 13:30:59.673587+00:00,V,132.0,1.0,V,127.94,3.0,['R'],A
IBM,2021-10-25 13:30:59.676419+00:00,V,132.0,1.0,V,127.94,3.0,['R'],A
IBM,2021-10-25 13:31:00.017526+00:00,V,132.0,1.0,V,127.94,3.0,['R'],A
IBM,2021-10-25 13:31:00.848063+00:00,V,132.0,1.0,V,127.94,3.0,['R'],A
IBM,2021-10-25 13:31:01.471603+00:00,V,132.0,1.0,V,127.93,3.0,['R'],A
IBM,2021-10-25 13:31:01.472168+00:00,V,132.0,1.0,V,127.93,5.0,['R'],A
IBM,2021-10-25 13:31:01.472234+00:00,V,132.0,1.0,V,127.93,3.0,['R'],A
IBM,2021-10-25 13:31:01.472289+00:00,V,132.0,1.0,V,127.93,1.0,['R'],A
IBM,2021-10-25 13:31:01.472349+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:01.472459+00:00,V,128.08,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:01.472519+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:03.375114+00:00,V,132.0,1.0,V,127.95,2.0,['R'],A
IBM,2021-10-25 13:31:04.107051+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.107406+00:00,V,128.03,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.107757+00:00,V,128.03,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.107817+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.107887+00:00,V,128.0,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.108128+00:00,V,128.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.137693+00:00,V,128.0,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.137748+00:00,V,127.99,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.138054+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.138245+00:00,V,127.98,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.143868+00:00,V,127.98,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.646213+00:00,V,127.98,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:04.736999+00:00,V,127.98,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.170632+00:00,V,127.98,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.170657+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.171138+00:00,V,127.98,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.234368+00:00,V,127.98,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.588346+00:00,V,127.94,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.588592+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589344+00:00,V,127.91,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589364+00:00,V,127.91,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589419+00:00,V,127.89,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589770+00:00,V,127.93,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589920+00:00,V,127.93,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.589990+00:00,V,127.93,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.590487+00:00,V,127.93,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.591003+00:00,V,127.93,3.0,V,127.82,2.0,['R'],A
IBM,2021-10-25 13:31:05.591123+00:00,V,127.93,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.765404+00:00,V,127.93,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:05.765488+00:00,V,127.88,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.608476+00:00,V,127.87,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.608871+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.609057+00:00,V,127.86,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.609088+00:00,V,127.86,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.609322+00:00,V,127.86,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.609362+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.609568+00:00,V,127.88,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:06.620840+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.652556+00:00,V,127.87,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.652596+00:00,V,127.87,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.652667+00:00,V,127.86,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.653203+00:00,V,127.86,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.669131+00:00,V,127.79,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.669221+00:00,V,127.86,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.669782+00:00,V,127.8,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.699528+00:00,V,127.86,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:07.700030+00:00,V,127.84,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.170645+00:00,V,127.81,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.171077+00:00,V,127.81,1.0,V,127.73,2.0,['R'],A
IBM,2021-10-25 13:31:08.171091+00:00,V,127.81,3.0,V,127.73,2.0,['R'],A
IBM,2021-10-25 13:31:08.793543+00:00,V,127.8,1.0,V,127.73,2.0,['R'],A
IBM,2021-10-25 13:31:08.794074+00:00,V,127.8,3.0,V,127.73,2.0,['R'],A
IBM,2021-10-25 13:31:08.826321+00:00,V,127.8,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.826922+00:00,V,127.79,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.827408+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.827433+00:00,V,127.78,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.827448+00:00,V,127.78,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.854242+00:00,V,127.76,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:08.854778+00:00,V,127.76,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:09.180609+00:00,V,127.76,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:09.648188+00:00,V,127.76,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:09.651130+00:00,V,127.75,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:09.651630+00:00,V,127.75,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:09.831303+00:00,V,127.81,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:10.282742+00:00,V,127.73,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:10.301722+00:00,V,127.72,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:10.302163+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.542395+00:00,V,132.0,1.0,V,127.65,1.0,['R'],A
IBM,2021-10-25 13:31:11.548300+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.578431+00:00,V,127.73,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.578471+00:00,V,127.73,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.578552+00:00,V,127.71,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.578847+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.579053+00:00,V,127.7,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.579068+00:00,V,127.7,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.835047+00:00,V,127.69,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.835585+00:00,V,127.69,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.931357+00:00,V,127.66,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.931998+00:00,V,127.66,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.932179+00:00,V,127.65,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.932279+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:11.932690+00:00,V,127.64,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.099878+00:00,V,127.65,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.099913+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.100410+00:00,V,127.67,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.100615+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.101112+00:00,V,127.69,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.298341+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:12.543790+00:00,V,132.0,1.0,V,127.57,2.0,['R'],A
IBM,2021-10-25 13:31:12.850886+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:13.543805+00:00,V,132.0,1.0,V,127.58,2.0,['R'],A
IBM,2021-10-25 13:31:15.044562+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:15.093614+00:00,V,127.73,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:17.407269+00:00,V,127.73,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:17.407329+00:00,V,127.73,5.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:17.407900+00:00,V,127.73,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:17.408192+00:00,V,127.73,3.0,V,127.58,2.0,['R'],A
IBM,2021-10-25 13:31:17.411659+00:00,V,127.67,1.0,V,127.58,2.0,['R'],A
IBM,2021-10-25 13:31:17.413053+00:00,V,127.67,1.0,V,127.58,2.0,['R'],A
IBM,2021-10-25 13:31:17.413208+00:00,V,127.67,1.0,V,127.57,2.0,['R'],A
IBM,2021-10-25 13:31:17.413594+00:00,V,127.67,1.0,V,127.57,2.0,['R'],A
IBM,2021-10-25 13:31:17.413679+00:00,V,127.67,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:17.941040+00:00,V,127.67,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.719903+00:00,V,127.67,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.720490+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.720539+00:00,V,127.73,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.720630+00:00,V,127.73,2.0,V,127.58,1.0,['R'],A
IBM,2021-10-25 13:31:18.720760+00:00,V,127.73,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.720965+00:00,V,127.73,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.726789+00:00,V,127.72,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.726864+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.727301+00:00,V,127.67,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.727315+00:00,V,127.67,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:18.727822+00:00,V,127.68,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:19.721131+00:00,V,127.68,3.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:31:20.436769+00:00,V,127.68,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:20.721663+00:00,V,127.68,3.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:31:21.296762+00:00,V,127.68,1.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:31:21.297098+00:00,V,127.66,1.0,V,127.55,2.0,['R'],A
IBM,2021-10-25 13:31:21.297293+00:00,V,127.66,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.353908+00:00,V,127.66,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.353933+00:00,V,127.63,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.367185+00:00,V,127.62,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.520555+00:00,V,127.62,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.521081+00:00,V,127.62,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.543389+00:00,V,127.62,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.783495+00:00,V,127.61,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:21.783808+00:00,V,127.61,1.0,V,127.53,1.0,['R'],A
IBM,2021-10-25 13:31:21.783852+00:00,V,127.61,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.111145+00:00,V,127.6,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.535957+00:00,V,127.62,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.547299+00:00,V,127.67,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.547810+00:00,V,127.67,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.548231+00:00,V,127.67,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:31:22.548718+00:00,V,127.67,3.0,V,121.56,1.0,['R'],A
