symbol,timestamp,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,conditions,tape
IBM,2021-10-25 13:39:42.127487+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:42.626601+00:00,V,132.0,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:43.188329+00:00,V,132.0,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:43.370462+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:45.981237+00:00,V,132.0,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:46.497040+00:00,V,132.0,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:46.497085+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:46.497100+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:46.497140+00:00,V,127.25,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:46.497506+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:46.497571+00:00,V,127.25,1.0,V,127.19,1.0,['R'],A
IBM,2021-10-25 13:39:46.497596+00:00,V,127.25,1.0,V,127.19,3.0,['R'],A
IBM,2021-10-25 13:39:46.497621+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:46.497646+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:46.497762+00:00,V,127.25,1.0,V,127.2,3.0,['R'],A
IBM,2021-10-25 13:39:46.498814+00:00,V,127.25,1.0,V,127.19,3.0,['R'],A
IBM,2021-10-25 13:39:46.572665+00:00,V,127.25,1.0,V,127.21,1.0,['R'],A
IBM,2021-10-25 13:39:46.817643+00:00,V,127.25,1.0,V,127.19,2.0,['R'],A
IBM,2021-10-25 13:39:46.817673+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:47.357333+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:47.357995+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:47.590032+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:47.590593+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:47.601771+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:48.623427+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:48.712233+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:49.170739+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:49.170754+00:00,V,127.25,1.0,V,127.2,1.0,['R'],A
IBM,2021-10-25 13:39:49.183695+00:00,V,127.25,1.0,V,127.21,1.0,['R'],A
IBM,2021-10-25 13:39:50.354878+00:00,V,132.0,1.0,V,127.21,1.0,['R'],A
IBM,2021-10-25 13:39:50.566085+00:00,V,132.0,1.0,V,127.21,3.0,['R'],A
IBM,2021-10-25 13:39:50.566185+00:00,V,132.0,1.0,V,127.22,1.0,['R'],A
IBM,2021-10-25 13:39:50.566230+00:00,V,132.0,1.0,V,127.22,3.0,['R'],A
IBM,2021-10-25 13:39:50.566310+00:00,V,132.0,1.0,V,127.23,1.0,['R'],A
IBM,2021-10-25 13:39:50.566336+00:00,V,132.0,1.0,V,127.23,3.0,['R'],A
IBM,2021-10-25 13:39:50.996901+00:00,V,132.0,1.0,V,127.24,1.0,['R'],A
IBM,2021-10-25 13:39:52.225612+00:00,V,132.0,1.0,V,127.24,3.0,['R'],A
IBM,2021-10-25 13:39:53.070969+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.071550+00:00,V,127.28,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.071591+00:00,V,127.28,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.071786+00:00,V,127.28,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.071836+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.071986+00:00,V,127.28,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.072268+00:00,V,127.25,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.078883+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.079003+00:00,V,127.23,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.079098+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.081675+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.083153+00:00,V,132.0,1.0,V,127.1,2.0,['R'],A
IBM,2021-10-25 13:39:53.083173+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:53.125624+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.029892+00:00,V,127.26,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.042898+00:00,V,127.27,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.061532+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.694579+00:00,V,127.24,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.694630+00:00,V,127.24,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.694684+00:00,V,127.24,5.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.694900+00:00,V,127.24,4.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.695331+00:00,V,127.24,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.727216+00:00,V,127.24,2.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:54.729136+00:00,V,127.24,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.817912+00:00,V,127.21,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.832908+00:00,V,127.24,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:54.896264+00:00,V,127.21,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:55.930381+00:00,V,127.24,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:56.107573+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:56.112099+00:00,V,132.0,1.0,V,127.15,2.0,['R'],A
IBM,2021-10-25 13:39:56.927153+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:57.115005+00:00,V,132.0,1.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:57.587083+00:00,V,127.21,1.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:57.587129+00:00,V,127.21,3.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:57.587264+00:00,V,127.21,2.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:57.587289+00:00,V,132.0,1.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:39:57.587384+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:57.587750+00:00,V,127.21,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:57.834157+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:57.950042+00:00,V,127.19,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:58.118348+00:00,V,127.19,2.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:39:58.921330+00:00,V,127.19,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:39:59.119904+00:00,V,127.19,2.0,V,127.12,2.0,['R'],A
IBM,2021-10-25 13:40:00.351155+00:00,V,127.19,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:00.351651+00:00,V,127.19,2.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:00.517120+00:00,V,132.0,1.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:00.528011+00:00,V,132.0,1.0,V,127.11,1.0,['R'],A
IBM,2021-10-25 13:40:00.528567+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:01.354269+00:00,V,132.0,1.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:01.921363+00:00,V,132.0,1.0,V,127.11,1.0,['R'],A
IBM,2021-10-25 13:40:01.921975+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:02.355201+00:00,V,132.0,1.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:02.966811+00:00,V,127.19,1.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:02.966851+00:00,V,127.19,3.0,V,127.12,1.0,['R'],A
IBM,2021-10-25 13:40:02.966881+00:00,V,127.19,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:02.966911+00:00,V,127.19,4.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:02.972474+00:00,V,127.19,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:03.112743+00:00,V,127.19,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:03.113244+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:04.707419+00:00,V,127.19,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:04.726044+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:04.742628+00:00,V,127.17,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:04.742653+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:05.795956+00:00,V,127.17,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:05.797591+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:06.796367+00:00,V,127.17,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:08.323117+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:08.489107+00:00,V,127.17,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:08.490621+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:08.517095+00:00,V,127.15,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:08.904070+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:08.991915+00:00,V,127.14,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.081422+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.098262+00:00,V,127.14,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.098273+00:00,V,127.14,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.098322+00:00,V,127.14,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.098814+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.514859+00:00,V,127.14,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:09.709373+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.122094+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.122094+00:00,V,127.13,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.122244+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.124916+00:00,V,127.13,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.152808+00:00,V,127.13,4.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:10.520493+00:00,V,127.13,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:11.446348+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:11.446474+00:00,V,127.17,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:11.646023+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:11.809197+00:00,V,127.13,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:11.980028+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:12.004571+00:00,V,127.13,1.0,V,127.07,1.0,['R'],A
IBM,2021-10-25 13:40:12.343984+00:00,V,127.17,1.0,V,127.07,1.0,['R'],A
IBM,2021-10-25 13:40:12.688494+00:00,V,127.13,1.0,V,127.07,1.0,['R'],A
IBM,2021-10-25 13:40:14.469263+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:15.445266+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:15.445743+00:00,V,127.12,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.669321+00:00,V,127.13,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.669346+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773078+00:00,V,127.12,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773089+00:00,V,127.12,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773104+00:00,V,127.12,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773305+00:00,V,127.12,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773564+00:00,V,127.12,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:18.773580+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.128614+00:00,V,127.11,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.148271+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.148306+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.151463+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.496710+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.496720+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:19.498800+00:00,V,127.11,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.277945+00:00,V,127.11,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.387015+00:00,V,127.11,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.557035+00:00,V,127.11,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.557105+00:00,V,127.11,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.558123+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.588390+00:00,V,127.11,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.588866+00:00,V,127.1,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.860954+00:00,V,127.11,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:20.860979+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:21.278589+00:00,V,127.11,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:21.394350+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:22.129183+00:00,V,127.1,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:22.908103+00:00,V,127.1,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:23.097252+00:00,V,127.1,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:23.135293+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:24.739076+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:26.423410+00:00,V,127.1,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:26.423445+00:00,V,127.1,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:26.423451+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:26.423692+00:00,V,127.1,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:26.423927+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:29.006204+00:00,V,127.07,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:29.006269+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:29.039348+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:29.039844+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:29.648619+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:33.340000+00:00,V,127.1,2.0,V,127.01,1.0,['R'],A
IBM,2021-10-25 13:40:33.394686+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:39.649089+00:00,V,127.1,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:39.650217+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:39.650263+00:00,V,132.0,1.0,V,127.02,1.0,['R'],A
IBM,2021-10-25 13:40:39.650297+00:00,V,132.0,1.0,V,127.02,3.0,['R'],A
IBM,2021-10-25 13:40:39.650377+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:39.650622+00:00,V,132.0,1.0,V,127.02,3.0,['R'],A
IBM,2021-10-25 13:40:39.650633+00:00,V,132.0,1.0,V,127.02,2.0,['R'],A
IBM,2021-10-25 13:40:39.776101+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:39.776151+00:00,V,132.0,1.0,V,127.03,2.0,['R'],A
IBM,2021-10-25 13:40:39.776162+00:00,V,132.0,1.0,V,127.03,3.0,['R'],A
IBM,2021-10-25 13:40:39.776327+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:39.788200+00:00,V,132.0,1.0,V,127.03,3.0,['R'],A
IBM,2021-10-25 13:40:39.928900+00:00,V,127.09,1.0,V,127.03,3.0,['R'],A
IBM,2021-10-25 13:40:40.179522+00:00,V,127.09,1.0,V,127.02,3.0,['R'],A
IBM,2021-10-25 13:40:40.237039+00:00,V,127.09,1.0,V,127.02,2.0,['R'],A
IBM,2021-10-25 13:40:40.238708+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:40.652699+00:00,V,127.09,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:40.711409+00:00,V,127.09,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:41.035856+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:41.038027+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:41.038537+00:00,V,127.08,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:41.279732+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:41.319988+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:42.212041+00:00,V,132.0,1.0,V,127.04,3.0,['R'],A
IBM,2021-10-25 13:40:42.499140+00:00,V,132.0,1.0,V,127.03,3.0,['R'],A
IBM,2021-10-25 13:40:42.570500+00:00,V,132.0,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:43.153648+00:00,V,132.0,1.0,V,127.04,2.0,['R'],A
IBM,2021-10-25 13:40:43.375040+00:00,V,132.0,1.0,V,127.05,1.0,['R'],A
IBM,2021-10-25 13:40:43.435784+00:00,V,132.0,1.0,V,127.04,2.0,['R'],A
IBM,2021-10-25 13:40:43.436381+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.366770+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.367692+00:00,V,127.09,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.560621+00:00,V,127.09,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.561153+00:00,V,127.08,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.765519+00:00,V,127.09,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:44.865553+00:00,V,127.08,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:45.401513+00:00,V,127.09,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:45.401563+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:45.402080+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:45.664360+00:00,V,127.09,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:45.838910+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:46.289751+00:00,V,127.09,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:46.341903+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:46.456681+00:00,V,127.09,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:47.730543+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:47.838730+00:00,V,127.09,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:47.839587+00:00,V,127.09,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:47.942632+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:47.943119+00:00,V,127.08,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:49.404218+00:00,V,127.1,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:49.880396+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:50.043344+00:00,V,132.0,1.0,V,127.06,1.0,['R'],A
IBM,2021-10-25 13:40:50.411426+00:00,V,132.0,1.0,V,127.06,3.0,['R'],A
IBM,2021-10-25 13:40:50.415545+00:00,V,132.0,1.0,V,127.06,1.0,['R'],A
IBM,2021-10-25 13:40:50.592397+00:00,V,132.0,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:50.955535+00:00,V,132.0,1.0,V,127.06,2.0,['R'],A
IBM,2021-10-25 13:40:51.592767+00:00,V,132.0,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:51.654319+00:00,V,132.0,1.0,V,127.04,1.0,['R'],A
IBM,2021-10-25 13:40:51.654759+00:00,V,132.0,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:52.315592+00:00,V,132.0,1.0,V,127.06,2.0,['R'],A
IBM,2021-10-25 13:40:52.896269+00:00,V,132.0,1.0,V,127.03,1.0,['R'],A
IBM,2021-10-25 13:40:52.941061+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:53.044929+00:00,V,132.0,1.0,V,127.06,1.0,['R'],A
IBM,2021-10-25 13:40:53.536910+00:00,V,132.0,1.0,V,127.06,3.0,['R'],A
IBM,2021-10-25 13:40:53.713861+00:00,V,132.0,1.0,V,127.07,1.0,['R'],A
IBM,2021-10-25 13:40:54.154395+00:00,V,132.0,1.0,V,127.07,3.0,['R'],A
IBM,2021-10-25 13:40:54.155237+00:00,V,132.0,1.0,V,127.08,1.0,['R'],A
IBM,2021-10-25 13:40:54.155257+00:00,V,132.0,1.0,V,127.08,3.0,['R'],A
IBM,2021-10-25 13:40:54.155397+00:00,V,132.0,1.0,V,127.09,1.0,['R'],A
IBM,2021-10-25 13:40:54.155433+00:00,V,132.0,1.0,V,127.09,3.0,['R'],A
IBM,2021-10-25 13:40:54.155573+00:00,V,132.0,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:54.155613+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:54.156214+00:00,V,132.0,1.0,V,127.07,1.0,['R'],A
IBM,2021-10-25 13:40:54.156690+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:54.185840+00:00,V,132.0,1.0,V,127.09,1.0,['R'],A
IBM,2021-10-25 13:40:54.198956+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:55.152816+00:00,V,132.0,1.0,V,127.09,1.0,['R'],A
IBM,2021-10-25 13:40:55.267770+00:00,V,132.0,1.0,V,127.09,3.0,['R'],A
IBM,2021-10-25 13:40:55.267849+00:00,V,132.0,1.0,V,127.1,1.0,['R'],A
IBM,2021-10-25 13:40:55.267974+00:00,V,127.18,1.0,V,127.1,1.0,['R'],A
IBM,2021-10-25 13:40:55.268050+00:00,V,132.0,1.0,V,127.1,1.0,['R'],A
IBM,2021-10-25 13:40:55.268566+00:00,V,127.18,1.0,V,127.1,1.0,['R'],A
IBM,2021-10-25 13:40:55.269067+00:00,V,127.18,1.0,V,127.09,3.0,['R'],A
IBM,2021-10-25 13:40:55.270937+00:00,V,127.16,1.0,V,127.09,3.0,['R'],A
IBM,2021-10-25 13:40:55.272195+00:00,V,127.16,3.0,V,127.09,3.0,['R'],A
IBM,2021-10-25 13:40:55.298232+00:00,V,127.16,3.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:55.346526+00:00,V,127.16,2.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:55.610324+00:00,V,127.15,1.0,V,127.09,2.0,['R'],A
IBM,2021-10-25 13:40:55.663476+00:00,V,127.15,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:55.663732+00:00,V,132.0,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:55.663982+00:00,V,127.14,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:55.664208+00:00,V,127.13,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:55.966909+00:00,V,127.16,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.001195+00:00,V,127.16,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.001728+00:00,V,127.15,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.170258+00:00,V,127.15,2.0,V,127.09,1.0,['R'],A
IBM,2021-10-25 13:40:56.173556+00:00,V,127.15,2.0,V,127.09,1.0,['R'],A
IBM,2021-10-25 13:40:56.174403+00:00,V,127.15,2.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.270407+00:00,V,127.14,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.271153+00:00,V,127.14,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.311810+00:00,V,127.16,3.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.744219+00:00,V,127.16,1.0,V,121.56,1.0,['R'],A
IBM,2021-10-25 13:40:56.744725+00:00,V,127.15,2.0,V,121.56,1.0,['R'],A
